Date,Close,High,Low,Open,Volume,Return,LogReturn,MA20,Volatility20
,AMZN,AMZN,AMZN,AMZN,AMZN,,,,
2018-01-31,72.54450225830078,73.62899780273438,72.50199890136719,72.56500244140625,128494000,0.009090198056924459,0.009049130891396598,65.75054988861083,0.009724913333523629
2018-02-01,69.5,72.99400329589844,69.25700378417969,72.25,182276000,-0.04196737400527717,-0.04287344522925761,66.21504993438721,0.01526194496542977
2018-02-02,71.49749755859375,74.9000015258789,70.69999694824219,73.86949920654297,222514000,0.02874097206609716,0.028335697336222956,66.76594982147216,0.015956501253897085
2018-02-05,69.5,72.9489974975586,66.03600311279297,70.13099670410156,229900000,-0.027938006598856924,-0.028335697336222907,67.16809978485108,0.01781122368215139
2018-02-06,72.14199829101562,72.19950103759766,67.5895004272461,68.072998046875,221336000,0.03801436389950541,0.037309622701425335,67.65802478790283,0.019064024404851637
2018-02-07,70.83899688720703,73.04949951171875,70.75749969482422,72.44999694824219,143254000,-0.018061620618718965,-0.018226722717437444,68.06822471618652,0.01989937722349016
2018-02-08,67.5250015258789,71.6875,67.49700164794922,71.48400115966797,171572000,-0.046782076355553315,-0.04791173027881124,68.3086498260498,0.023285640222591285
2018-02-09,66.9800033569336,69.17500305175781,63.29650115966797,68.67449951171875,282830000,-0.008071057484337008,-0.008103804791418619,68.46595001220703,0.023184716359826385
2018-02-12,69.3115005493164,69.69049835205078,67.20050048828125,68.2334976196289,134778000,0.0348088545167482,0.034216728035250644,68.66852493286133,0.023874767547301137
2018-02-13,70.72550201416016,70.98600006103516,69.17649841308594,69.29650115966797,118358000,0.020400675986486094,0.02019536975735599,68.94265022277833,0.024163629798282304
2018-02-14,72.55249786376953,72.60299682617188,70.16799926757812,70.3125,119184000,0.025832207585371192,0.02550419300925882,69.3327751159668,0.02445719942617109
2018-02-15,73.08799743652344,73.4469985961914,71.84200286865234,73.34449768066406,113054000,0.007380856462852581,0.007353751233283212,69.75387496948242,0.02440356846374319
2018-02-16,72.43450164794922,73.29000091552734,72.3280029296875,72.86849975585938,89452000,-0.008941218962002284,-0.0089814315393622,70.1391502380371,0.024614705680639042
2018-02-20,73.4175033569336,74.4384994506836,72.32450103759766,72.32450103759766,129984000,0.013570904563712238,0.01347964456515462,70.49175033569335,0.024271166841743914
2018-02-21,74.14600372314453,75.17449951171875,73.94599914550781,74.25,126088000,0.009922706887337096,0.00987380009044426,70.79270057678222,0.023792371298843533
2018-02-22,74.26699829101562,75.12699890136719,73.78800201416016,74.76799774169922,97162000,0.001631842065593636,0.0016305120580417068,71.11227531433106,0.0237286262272658
2018-02-23,75.0,75.0,74.32499694824219,74.76699829101562,88362000,0.009869817359685173,0.009821428842378839,71.41740036010742,0.023637409923482983
2018-02-26,76.09750366210938,76.14199829101562,75.3499984741211,75.45999908447266,99100000,0.014633382161458375,0.014527347404448127,71.71715049743652,0.023563683352093252
2018-02-27,75.5989990234375,76.33899688720703,75.3604965209961,76.2249984741211,96176000,-0.006550867172796515,-0.006572418273647388,71.95290031433106,0.023619012678626688
2018-02-28,75.62249755859375,76.43499755859375,75.5999984741211,75.97550201416016,90300000,0.0003108313001467522,0.00031078300210627937,72.13947525024415,0.023485417041885098
2018-03-01,74.67250061035156,75.92449951171875,73.25,75.68000030517578,136704000,-0.012562358807392093,-0.012641932360173476,72.24587516784668,0.02366865659558238
2018-03-02,75.01249694824219,75.05249786376953,72.75050354003906,73.45500183105469,131752000,0.004553166629101657,0.004542832323262843,72.5215000152588,0.02124655036857028
2018-03-05,76.18049621582031,76.26899719238281,74.05000305175781,74.71199798583984,104678000,0.01557072907976953,0.015450749125216098,72.75564994812012,0.020650937479924088
2018-03-06,76.88200378417969,77.10649871826172,76.4000015258789,76.66000366210938,91234000,0.00920849302913429,0.00916635335491773,73.1247501373291,0.019297707668332005
2018-03-07,77.25,77.29499816894531,76.12550354003906,76.32599639892578,83482000,0.004786506564700588,0.004775087665414082,73.38015022277833,0.0177436685981184
2018-03-08,77.59300231933594,77.74400329589844,77.26249694824219,77.5,77252000,0.0044401594736043215,0.004430331047974139,73.71785049438476,0.01699638802116071
2018-03-09,78.94450378417969,78.9469985961914,77.9540023803711,78.17500305175781,90686000,0.01741782666536884,0.017267875039310328,74.2888256072998,0.011888336803150141
2018-03-12,79.91950225830078,80.2665023803711,79.33499908447266,79.62999725341797,103484000,0.012350428812454961,0.012274784456525238,74.93580055236816,0.01131171510372845
2018-03-13,79.40899658203125,80.87699890136719,78.90049743652344,80.7979965209961,130638000,-0.006387748444923624,-0.0064082374088574355,75.4406753540039,0.010095455904197864
2018-03-14,79.55000305175781,80.3219985961914,79.54450225830078,79.8499984741211,85188000,0.001775698923243585,0.0017741242337512898,75.88190040588378,0.009639022300006572
2018-03-15,79.11599731445312,79.84549713134766,78.90550231933594,79.75,81394000,-0.005455760159082668,-0.005470697171817769,76.21007537841797,0.00876895899033848
2018-03-16,78.58399963378906,79.47200012207031,78.375,79.17250061035156,108500000,-0.006724274466889391,-0.006746984262292992,76.48487548828125,0.009074602428427427
2018-03-19,77.24649810791016,78.08300018310547,76.26750183105469,77.72650146484375,131616000,-0.01702002356856136,-0.01716652889855416,76.7254753112793,0.009826491522513308
2018-03-20,79.32550048828125,79.3499984741211,77.27050018310547,77.51699829101562,91632000,0.02691387223103381,0.02655806397402168,77.02087516784668,0.0109197975038843
2018-03-21,79.09300231933594,79.5,78.15850067138672,79.32250213623047,95016000,-0.0029309385697435797,-0.002935242181331271,77.26822509765626,0.010924757516232569
2018-03-22,77.24600219726562,78.69249725341797,77.12000274658203,78.27349853515625,126412000,-0.023352257063312565,-0.023629241659590867,77.41717529296875,0.012470141657463614
2018-03-23,74.77799987792969,77.45099639892578,74.76799774169922,76.95050048828125,160120000,-0.03194990354365934,-0.0324714405071344,77.40607528686523,0.014490314895502978
2018-03-26,77.79299926757812,77.84950256347656,74.9625015258789,76.5,112494000,0.0403193371656132,0.03952772098848848,77.49085006713867,0.016728438358076143
2018-03-27,74.85250091552734,78.79850006103516,74.11599731445312,78.62000274658203,139992000,-0.037799009933227934,-0.03853192075579568,77.45352516174316,0.018887255515184945
2018-03-28,71.57099914550781,72.79499816894531,69.30850219726562,72.3499984741211,274106000,-0.043839574227757305,-0.044829570623964574,77.25095024108887,0.021325492672565324
2018-03-29,72.36699676513672,72.77349853515625,68.26000213623047,70.30000305175781,251622000,0.011121789958675743,0.011060397628404146,77.13567504882812,0.02140547672993563
2018-04-02,68.59950256347656,71.06800079345703,67.75,70.88099670410156,209272000,-0.05206094449224363,-0.05346506623271679,76.81502532958984,0.02427192735123749
2018-04-03,69.60250091552734,70.69999694824219,67.7665023803711,69.56900024414062,204624000,0.014621073252283123,0.01451521594489404,76.48612556457519,0.02423238803311739
2018-04-04,70.52850341796875,70.76950073242188,67.64399719238281,67.91200256347656,139646000,0.013304155601610468,0.013216432521270617,76.16845054626465,0.024369275407234228
2018-04-05,72.5875015258789,72.97799682617188,71.35350036621094,72.09950256347656,128270000,0.02919384373872269,0.02877581980896398,75.9353256225586,0.025409108132688662
2018-04-06,70.2614974975586,72.625,70.01300048828125,71.49849700927734,117646000,-0.032044139547784845,-0.03256879145160196,75.56875038146973,0.026166621357230007
2018-04-09,70.30400085449219,71.92400360107422,70.12850189208984,71.25150299072266,84164000,0.0006049309856379637,0.0006047480886455927,75.13672523498535,0.02568233634464535
2018-04-10,71.81099700927734,71.91899871826172,70.78500366210938,71.59950256347656,85082000,0.02143542524562969,0.02120891765877724,74.73129997253417,0.026087689966655676
2018-04-11,71.35250091552734,72.43900299072266,71.24449920654297,71.97200012207031,71650000,-0.006384761566404218,-0.006405231332769564,74.32847518920899,0.026087683552027955
2018-04-12,72.42500305175781,72.60600280761719,71.75299835205078,71.9749984741211,62700000,0.015031037769792865,0.01491919110975978,73.97222518920898,0.026439800050928754
2018-04-13,71.53949737548828,72.98899841308594,71.22599792480469,72.45700073242188,73706000,-0.012226519005276604,-0.012301877768966152,73.59340019226075,0.02649446027891121
2018-04-16,72.07499694824219,72.3499984741211,71.3740005493164,72.25,56172000,0.007485369514734552,0.0074574931597974625,73.2679500579834,0.026636111277372296
2018-04-17,75.19149780273438,75.3594970703125,72.85099792480469,73.11499786376953,102288000,0.04323969457439136,0.04233096224700543,73.1652000427246,0.0283908898093796
2018-04-18,76.39199829101562,76.69000244140625,75.20549774169922,75.73249816894531,104550000,0.015965907361371823,0.01583979284660221,73.01852493286133,0.027933882410385382
2018-04-19,77.84549713134766,78.4260025024414,76.9530029296875,77.16100311279297,130474000,0.019026846696625466,0.018848100013873853,72.95614967346191,0.02831284512960582
2018-04-20,76.37449645996094,78.05999755859375,75.80449676513672,78.05999755859375,110832000,-0.018896413095091713,-0.01907723181610307,72.91257438659667,0.028137376718903213
2018-04-23,75.89299774169922,77.4000015258789,75.17050170898438,77.33450317382812,89308000,-0.006304443768269441,-0.006324400696319432,72.96832427978515,0.02716771974934378
2018-04-24,73.00450134277344,76.9749984741211,72.42250061035156,76.79000091552734,149894000,-0.03806011733462866,-0.038803322300977466,72.72889938354493,0.026926820758289338
2018-04-25,73.00849914550781,73.49949645996094,70.7509994506836,72.9000015258789,131746000,5.476104433066453e-05,5.475954499941282e-05,72.63669929504394,0.0256104520530851
2018-04-26,75.89800262451172,76.47100067138672,73.92500305175781,74.25050354003906,176022000,0.03957763154732241,0.03881450715060276,72.85304946899414,0.02493961946918617
2018-04-27,78.63099670410156,81.90499877929688,78.36949920654297,81.70050048828125,261064000,0.03600877473825914,0.03537561362599702,73.16624946594239,0.02592957729336034
2018-04-30,78.30650329589844,79.80000305175781,78.0469970703125,79.125,109282000,-0.004126787422321976,-0.004135326109196778,73.65159950256347,0.02224495104096898
2018-05-01,79.11299896240234,79.25,77.60900115966797,78.16100311279297,91442000,0.010299216955919732,0.010246541390296704,74.12712440490722,0.0221855833454648
2018-05-02,78.48400115966797,79.42500305175781,78.31800079345703,79.04900360107422,87206000,-0.007950625194139027,-0.007982399946119208,74.52489929199218,0.022348772249730663
2018-05-03,78.60399627685547,78.73999786376953,77.3010025024414,78.00050354003906,85038000,0.001528911821702117,0.00152774422597195,74.82572402954102,0.02166523984210743
2018-05-04,79.04750061035156,79.24500274658203,78.1094970703125,78.12249755859375,68872000,0.005642261901468659,0.005626403963582918,75.26502418518066,0.019884017372582354
2018-05-07,80.00700378417969,80.34750366210938,79.3915023803711,79.46700286865234,76038000,0.012138311349751518,0.012065232820824213,75.75017433166504,0.019888786358696276
2018-05-08,79.61949920654297,79.84400177001953,79.12550354003906,79.75,61358000,-0.004843383195326512,-0.004855150386433913,76.14059944152832,0.019725045095886597
2018-05-09,80.4000015258789,80.4000015258789,79.5999984741211,80.0,72746000,0.009802904151798408,0.009755167405861371,76.5929744720459,0.01955658343039384
2018-05-10,80.4540023803711,80.77999877929688,80.1719970703125,80.42400360107422,56350000,0.0006716524063099527,0.0006714269487795818,76.99442443847656,0.01947272064813335
2018-05-11,80.14550018310547,80.55500030517578,79.89450073242188,80.54949951171875,45278000,-0.003834516470754168,-0.003841887076876573,77.42472457885742,0.01916061224441947
2018-05-14,80.0770034790039,80.55899810791016,80.00250244140625,80.19999694824219,50190000,-0.0008546543966294617,-0.000855019821921358,77.8248249053955,0.019210111528103434
2018-05-15,78.80599975585938,79.38999938964844,78.26100158691406,79.38999938964844,101550000,-0.015872268790349864,-0.015999582214342844,78.00555000305175,0.01765101124649005
2018-05-16,79.36399841308594,79.72149658203125,78.83350372314453,78.875,51412000,0.007080662119067549,0.007055711937681797,78.15415000915527,0.017405192666873754
2018-05-17,79.08799743652344,79.7020034790039,78.6500015258789,79.02799987792969,42952000,-0.003477659670395261,-0.0034837207851964812,78.21627502441406,0.01697220241394234
2018-05-18,78.71849822998047,79.17949676513672,78.6050033569336,79.06649780273438,52852000,-0.004672001043388829,-0.004682948952668358,78.33347511291504,0.016380176505044232
2018-05-21,79.27300262451172,79.60250091552734,78.75,79.25,58504000,0.007044143460552821,0.0070194493799519446,78.50247535705566,0.016315842447533084
2018-05-22,79.06999969482422,79.49449920654297,78.76249694824219,79.49449920654297,42312000,-0.0025608078786804045,-0.002564092355650729,78.80575027465821,0.013249099899948543
2018-05-23,80.09300231933594,80.09300231933594,78.31700134277344,78.55249786376953,67238000,0.012937936366005598,0.012854956228734496,79.15997543334962,0.013357685513274938
2018-05-24,80.15350341796875,80.41200256347656,79.41899871826172,79.90149688720703,68600000,0.0007553855752788774,0.0007551004151900502,79.37275047302246,0.01067260126634822
2018-05-25,80.50749969482422,80.70600128173828,80.02249908447266,80.1500015258789,53968000,0.004416479152626884,0.004406755128694276,79.4665756225586,0.007445100744296452
2018-05-29,80.64350128173828,81.0895004272461,80.00749969482422,80.0354995727539,76930000,0.0016893033249025802,0.001687878056954978,79.58342552185059,0.007339438692538896
2018-05-30,81.24449920654297,81.30000305175781,80.64649963378906,80.90499877929688,58148000,0.00745252767120097,0.007424894791795791,79.69000053405762,0.0071874048819297294
2018-05-31,81.48100280761719,81.75,81.06749725341797,81.1500015258789,63326000,0.0029110106331380337,0.0029067818463926367,79.83985061645508,0.006849391276265032
2018-06-01,82.0770034790039,82.33650207519531,81.75450134277344,81.85150146484375,66268000,0.007314596664868223,0.007287974742940334,80.0135009765625,0.006954378002168094
2018-06-04,83.26349639892578,83.28399658203125,82.27449798583984,82.44499969482422,63754000,0.014455850842866047,0.014352361192745182,80.22430076599122,0.007439948579562674
2018-06-05,84.81749725341797,84.94999694824219,83.50299835205078,83.64949798583984,95644000,0.018663651200122366,0.018491622422478978,80.46482543945312,0.007988863453078017
2018-06-06,84.7874984741211,85.7249984741211,84.32350158691406,85.22550201416016,109464000,-0.0003536862117876627,-0.0003537487735077804,80.72322540283203,0.007819926399783421
2018-06-07,84.46499633789062,84.99500274658203,83.80549621582031,84.9280014038086,75314000,-0.003803651977406841,-0.0038109042575301937,80.92647514343261,0.007804679067216436
2018-06-08,84.19950103759766,84.47200012207031,83.65049743652344,84.05599975585938,59102000,-0.003143258294014406,-0.0031482087067048275,81.11375007629394,0.007897094092182103
2018-06-11,84.45600128173828,84.71199798583984,84.02950286865234,84.07550048828125,46710000,0.0030463392416790747,0.0030417085523415876,81.32927513122559,0.007765367870075836
2018-06-12,84.9375,84.97550201416016,84.57599639892578,84.6500015258789,45184000,0.005701178257960349,0.005684988047565979,81.57229995727539,0.0077490445971824876
2018-06-13,85.24299621582031,85.6875,85.00599670410156,85.1405029296875,66550000,0.0035967177727189714,0.0035902650511343294,81.89414978027344,0.006337791289642213
2018-06-14,86.19300079345703,86.23999786376953,85.44349670410156,85.67400360107422,63488000,0.011144664310384744,0.011083020118790305,82.235599899292,0.00650425985467941
2018-06-15,85.79850006103516,86.04350280761719,85.4260025024414,85.69999694824219,95552000,-0.004576946257703773,-0.004587452546296073,82.57112503051758,0.006576515979268878
